0,-1,1978,1306,80,234,0.9977165460586548,-1,-1,-1,0
0,-1,2184,1978,142,150,0.9963557720184326,-1,-1,-1,1
0,-1,2402,984,90,148,0.995473325252533,-1,-1,-1,0
0,-1,2640,1432,124,318,0.9953180551528931,-1,-1,-1,2
0,-1,1968,1970,124,156,0.9949841499328613,-1,-1,-1,1
0,-1,2090,1988,108,138,0.9947171807289124,-1,-1,-1,1
0,-1,2826,1278,80,226,0.9914036393165588,-1,-1,-1,1
0,-1,2746,1088,86,230,0.9830904006958008,-1,-1,-1,1
0,-1,672,1916,152,176,0.9777201414108276,-1,-1,-1,1
0,-1,3096,1354,118,286,0.9749934673309326,-1,-1,-1,2
0,-1,3210,1164,72,230,0.9749132394790649,-1,-1,-1,1
0,-1,2324,1972,108,150,0.9679620862007141,-1,-1,-1,1
0,-1,1306,1946,120,142,0.9652757048606873,-1,-1,-1,1
0,-1,3174,1888,136,152,0.9590817093849182,-1,-1,-1,1
0,-1,2780,1972,140,186,0.9558138847351074,-1,-1,-1,1
0,-1,1740,1950,140,172,0.941718578338623,-1,-1,-1,1
0,-1,316,1838,94,166,0.9391166567802429,-1,-1,-1,1
0,-1,1710,1780,102,124,0.935032844543457,-1,-1,-1,1
0,-1,2926,1958,190,198,0.9324479103088379,-1,-1,-1,1
0,-1,504,1952,212,202,0.9215070605278015,-1,-1,-1,1
0,-1,3648,1156,74,190,0.9166109561920166,-1,-1,-1,1
0,-1,3030,1928,142,120,0.9100667834281921,-1,-1,-1,1
0,-1,2548,1096,86,264,0.8910212516784668,-1,-1,-1,1
0,-1,2606,1206,70,230,0.8905150294303894,-1,-1,-1,1
0,-1,896,2008,86,74,0.8843908309936523,-1,-1,-1,1
0,-1,1144,2010,80,90,0.8838626742362976,-1,-1,-1,1
0,-1,1574,2058,118,92,0.8815967440605164,-1,-1,-1,1
0,-1,424,1866,92,152,0.8749067187309265,-1,-1,-1,1
0,-1,980,1978,82,114,0.8729912042617798,-1,-1,-1,1
0,-1,1034,1994,102,102,0.8694610595703125,-1,-1,-1,1
0,-1,214,1870,118,260,0.8533229231834412,-1,-1,-1,1
0,-1,160,1266,84,158,0.8268686532974243,-1,-1,-1,1
0,-1,3500,1158,76,220,0.8062081336975098,-1,-1,-1,0
0,-1,96,1324,76,116,0.7756949067115784,-1,-1,-1,1
1,-1,1978,1306,82,234,0.9967957139015198,-1,-1,-1,0
1,-1,2184,1978,142,150,0.9963197708129883,-1,-1,-1,1
1,-1,2640,1430,120,316,0.995560884475708,-1,-1,-1,2
1,-1,2400,984,94,148,0.9953935146331787,-1,-1,-1,0
1,-1,1968,1970,122,156,0.9948432445526123,-1,-1,-1,1
1,-1,2090,1988,108,138,0.9945840239524841,-1,-1,-1,1
1,-1,2822,1278,84,226,0.9917055368423462,-1,-1,-1,1
1,-1,2732,1092,100,220,0.9885534048080444,-1,-1,-1,1
1,-1,3092,1356,114,286,0.9871418476104736,-1,-1,-1,2
1,-1,3208,1166,74,226,0.98387211561203,-1,-1,-1,1
1,-1,672,1916,152,174,0.9776185154914856,-1,-1,-1,1
1,-1,2320,1970,112,150,0.9681477546691895,-1,-1,-1,1
1,-1,2778,1972,142,184,0.9664463996887207,-1,-1,-1,1
1,-1,1308,1944,118,142,0.9621936082839966,-1,-1,-1,1
1,-1,3176,1888,134,152,0.9606176614761353,-1,-1,-1,1
1,-1,2924,1960,190,196,0.9418966770172119,-1,-1,-1,1
1,-1,312,1844,98,164,0.9373295307159424,-1,-1,-1,1
1,-1,1740,1950,138,172,0.9372127652168274,-1,-1,-1,1
